run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run2-tbt-10s/nazionale,nazionale,10,1,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,00ba96fa803faab1adcc20e33f0010761fb567fe93c881ef3d5bc1b35503a8f7,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run2-tbt-10s/nazionale,nazionale,10,6,1,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run2-tbt-10s/nazionale,nazionale,10,34,3,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run2-tbt-10s/nazionale,nazionale,10,36,4,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
run2-tbt-10s/nazionale,nazionale,10,36,4,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m2,l'admin finanzia m2,999000.0,,1
run2-tbt-10s/nazionale,nazionale,10,49,5,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,998900.0,,1
run2-tbt-10s/nazionale,nazionale,10,61,6,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,998800.0,,1
run2-tbt-10s/nazionale,nazionale,10,61,6,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m2,l'admin finanzia m2,998700.0,,1
run2-tbt-10s/nazionale,nazionale,10,73,7,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,998600.0,,1
run2-tbt-10s/nazionale,nazionale,10,73,7,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m3,l'admin finanzia m3,998500.0,,1
run2-tbt-10s/nazionale,nazionale,10,84,8,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,998400.0,,1
run2-tbt-10s/nazionale,nazionale,10,96,9,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m1,l'admin finanzia m1,998300.0,,1
run2-tbt-10s/nazionale,nazionale,10,96,9,admin,1CqWefKytVXst3FsJaPuun2EcohPfd79fHJdMs,refill,-100.0,m2,l'admin finanzia m2,998200.0,,1
