run_id,livello,tbt,height,height_conferma,epoca,tipo,nodo_mittente,indirizzo_mittente,nodo_destinatario,indirizzo_destinatario,importo_gas,saldo_mittente_dopo,fonte_saldo_mittente,saldo_destinatario_dopo,fonte_saldo_destinatario,note,saldo_mittente_prima
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,c1,1BcH8Y9BYTZ1h8V5EJMmu29g3F1Cpz8QDQ3z3E,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.804,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,c2,14bxQXRV6SLyVcpEDK9CZu4fSG2bJt37eEJ8ep,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.804,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,c3,1UgRUwEYvbGLKGifyd6iEiLqu4LMKjACEYfj4v,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8038,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,c4,1Wn3ZhubfkcfqefJg2RhQ781sLSPMdg2wMjLKL,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8038,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,c5,149xLWRgHiqgcszXwC6GDsrpvc8WsKbzGfDiPu,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8042,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.3389,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,m2,1WKxQntNgmP3dtjbv3UL3DHV2JEciQTnQ4K3sr,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),21.0262,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,m3,1LtuCHDRfFnaxMXGm2gmsN7NoezE7zExV3Cet8,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),40.0977,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,19,,2,init,admin,,ca,,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),49.3566,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run4-tbt-3s/nazionale,nazionale,3,110,,10,refill,admin,,m1,1ETD6u7wdHS6P9D1mxb1Qx3Aapa2DwAyyZutL2,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.3389,campione a height=110,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
