run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run2-tbt-10s/continentale,continentale,10,1,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,0030e8164edb44d97cc3d768f9a1c6f870060f12c9bce9466356f3ccf04c8d85,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run2-tbt-10s/continentale,continentale,10,6,1,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run2-tbt-10s/continentale,continentale,10,34,3,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run2-tbt-10s/continentale,continentale,10,36,4,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
run2-tbt-10s/continentale,continentale,10,36,4,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,999000.0,,1
run2-tbt-10s/continentale,continentale,10,49,5,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998900.0,,1
run2-tbt-10s/continentale,continentale,10,61,6,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998800.0,,1
run2-tbt-10s/continentale,continentale,10,72,7,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998700.0,,1
run2-tbt-10s/continentale,continentale,10,72,7,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,998600.0,,1
run2-tbt-10s/continentale,continentale,10,72,7,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m3,l'admin finanzia m3,998500.0,,1
run2-tbt-10s/continentale,continentale,10,85,8,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998400.0,,1
run2-tbt-10s/continentale,continentale,10,97,9,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998300.0,,1
run2-tbt-10s/continentale,continentale,10,97,9,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,998200.0,,1
run2-tbt-10s/continentale,continentale,10,109,10,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998100.0,,1
run2-tbt-10s/continentale,continentale,10,120,11,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,998000.0,,1
run2-tbt-10s/continentale,continentale,10,133,12,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,997900.0,,1
run2-tbt-10s/continentale,continentale,10,133,12,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,997800.0,,1
run2-tbt-10s/continentale,continentale,10,145,13,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,997700.0,,1
run2-tbt-10s/continentale,continentale,10,158,14,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,997600.0,,1
run2-tbt-10s/continentale,continentale,10,170,15,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,997500.0,,1
run2-tbt-10s/continentale,continentale,10,170,15,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,997400.0,,1
run2-tbt-10s/continentale,continentale,10,181,16,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,997300.0,,1
run2-tbt-10s/continentale,continentale,10,181,16,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m3,l'admin finanzia m3,997200.0,,1
run2-tbt-10s/continentale,continentale,10,192,17,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,997100.0,,1
run2-tbt-10s/continentale,continentale,10,192,17,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,997000.0,,1
run2-tbt-10s/continentale,continentale,10,205,18,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996900.0,,1
run2-tbt-10s/continentale,continentale,10,219,19,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996800.0,,1
run2-tbt-10s/continentale,continentale,10,229,20,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996700.0,,1
run2-tbt-10s/continentale,continentale,10,229,20,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,996600.0,,1
run2-tbt-10s/continentale,continentale,10,242,21,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996500.0,,1
run2-tbt-10s/continentale,continentale,10,254,22,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996400.0,,1
run2-tbt-10s/continentale,continentale,10,254,22,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,996300.0,,1
run2-tbt-10s/continentale,continentale,10,266,23,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996200.0,,1
run2-tbt-10s/continentale,continentale,10,279,24,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996100.0,,1
run2-tbt-10s/continentale,continentale,10,289,25,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,996000.0,,1
run2-tbt-10s/continentale,continentale,10,289,25,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m2,l'admin finanzia m2,995900.0,,1
run2-tbt-10s/continentale,continentale,10,289,25,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m3,l'admin finanzia m3,995800.0,,1
run2-tbt-10s/continentale,continentale,10,300,26,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,995700.0,,1
run2-tbt-10s/continentale,continentale,10,314,27,admin,17QTZK3F4MYG5Dih3ZKWT77u8HWQYKAJEquTBg,refill,-100.0,m1,l'admin finanzia m1,995600.0,,1
